id,context
123,"This HAS to be the worst movie I've ever attempted to watch. In the first 15 minutes, there wasn't anything to keep my interest in this movie. I was on vacation at the time, and had plenty of time to devote to a just-for-the-fun-of-it movie."
124,This movie is by far the worst movie ever made. If you have to create a film costarring the guy who plays Lars in heavyweights than don't make the damn film. I have to say that I could watch Leprechaun in Space 6 times before I could watch the trailer for this POS of a movie.
125,Watching this stinker constitutes cruel and unusal punishment at the hands of Sandler. Truly a slow and painful death. 'Bought the DVD in the $5.88 bin at Wal Mart.
126,"I picked up this movie for $5 dollars at a discount book store, Adam Sandler is a awesome actor and i figured it would be a good movie, well, it wasn't. There was absolutely no story line at all, bad jokes, and the other comedian said ""The F-Word"" every other word he said,cursing usually dosen't bother me but this was over the top. And even worse than the lack of story line was the parts when Sandler would just begin talking into the camera at random parts in the movie, it reminded me of Dora the Explorer when they turn and look at the screen and ask you questions."
127,"This is definitely the worst movie Adam's ever done but at this point in his life, he was just happy to have a movie. There are 3 or 4 laughs in it but I used the fast forward button through some of it. Don't waste your time."
128,"If you've ever seen this movie, you'd know that it! If you haven't, and want to see a classic BAD movie, I suggest you see this movie, because it ranks right down with the worst. So, if you're REALLY bored, go rent it."
129,I just finished watching Going Overboard. I have to say that we should send every copy of this film to Iraq and make them watch. I even tried to get a blind women to watch this and she turned it off in like 20 min.
130,"I had never heard of this Adam Sandler movie until I saw it on the wall at Blockbuster. Being an Adam Sandler fan at the time, I rented it. HONESTLY I could only watch about 30 mins."
131,"Hello. I am Paul Raddick, a.k.a. Panic Attack of WTAF, Channel 29 in Philadelphia."
132,"Mere thoughts of ""Going Overboard"" (aka ""Babes Ahoy"") make me want to weep. Throwing yourself out a window would be better than watching this movie. It's not even a supposed ""so bad it's good"" movie."
133,"...okay, maybe not all of it. Lured by the false promise of bikini-clad women on the movie's cover...but the HORROR...THE HORROR... ...whatever you do, do NOT watch this movie. Gouge out your eyes, repeatedly bash your skull in...do what it takes."
134,Unwatchable. You can't even make it past the first three minutes. And this is coming from a huge Adam Sandler fan!
135,"I'm glad that I saw this film after Mr.Sandler became famous. It is bad....bad,bad,bad. There is no plot."
136,"This movie portrays Ruth as a womanizing, hard drinking, gambling, overeating sports figure with a little baseball thrown in. Babe Ruths early life was quite interesting and this was for all intents and purposes was omitted in this film. Also, Lou Gehrig was barely covered and this was a well know relationship, good bad or indifferent, it should have been covered better than it was."
137,"It's impossible for me to objectively consider this movie. Not that I haven't tried, mind you - but I sit down, and I pop in the aged VHS, and I watch the opening...and suddenly I'm five years old again and clutching my very own Care Bear and watching the movie with open eyes and an eager heart. I can see, objectively, that this movie is a BIZARRE combination of cuddly baby merchandising-mascots and creepy prepubescent children with evil powers that has a thin story and uninteresting animation."
